Staf_ID,Nama_Staf,Tgl_Bgb_Staf,No_Tlp_Staf,Email_Staf,Tgl_lhr_Staf,Gender_Staf,Tp_Lhr_Staf,Alamat_Staf
404,R. Cakrawala Usada,2025-12-13,+62 (0528) 745-,staf404_receive-group-where@ud.my.id,1999-02-03,Laki-Laki,Tangerang Selatan,"Jalan Jayawijaya No. 0, Depok, SR 59124"
405,Daniswara Saefullah,2024-02-21,0800820695,staf405_democratic-law-and@ud.id,2004-02-28,Wanita,Semarang,"Jl. Siliwangi No. 01, Bitung, SR 49740"
406,Cindy Hassanah,2024-03-14,+62 (508) 632-0,staf406_five-recent-safe@pt.ac.id,1989-04-03,Laki-Laki,Pekanbaru,"Jl. Rungkut Industri No. 28, Mojokerto, SU 06062"
407,Nova Irawan,2025-10-28,(049) 966-4112,staf407_record-account@pd.ac.id,1987-08-14,Laki-Laki,Jambi,"Jl. Kutai No. 652, Pariaman, NB 24507"
408,Zelda Santoso,2025-10-17,+62 (991) 404 4,staf408_cup-line-paper@pd.co.id,2002-04-05,Wanita,Dumai,"Gang Rungkut Industri No. 8, Purwokerto, Sulawesi Tenggara 18373"
409,Zelaya Zulaika,2025-04-24,+62 (0732) 750-,staf409_prevent-trip-animal@pd.edu,1989-04-28,Laki-Laki,Jayapura,"Jl. Dipatiukur No. 111, Blitar, Sulawesi Barat 81444"
410,Edward Yolanda,2024-06-27,+62 (65) 803-82,staf410_carry-eat-book@cv.net.id,1993-07-26,Laki-Laki,Cimahi,"Jl. Surapati No. 586, Palangkaraya, Kepulauan Riau 98179"
411,Bagiya Zulaika,2024-09-15,+62 (148) 914-1,staf411_spend-through-near@cv.web.id,2003-03-09,Laki-Laki,Tual,"Gg. Setiabudhi No. 9, Tidore Kepulauan, Jawa Timur 63297"
412,Ilsa Nashiruddin,2025-10-10,(078) 202 7097,staf412_other-find-compare@perum.net,1985-06-01,Laki-Laki,Binjai,"Gang Ciumbuleuit No. 1, Purwokerto, GO 51966"
413,Wasis Prabowo,2024-01-17,+62-078-929-252,staf413_know-she-benefit@pd.edu,1994-07-14,Wanita,Manado,"Jl. Cihampelas No. 444, Tangerang Selatan, SB 96518"
414,Ani Hasanah,2024-05-07,081 184 9152,staf414_accept-rise-become@perum.com,1990-08-29,Laki-Laki,Kupang,"Jl. Sukajadi No. 4, Bitung, Jawa Tengah 52632"
415,Devi Dabukke,2025-11-08,(075) 213 4273,staf415_worry-because@perum.go.id,1986-11-09,Wanita,Sabang,"Jl. Ciumbuleuit No. 544, Cimahi, Sumatera Selatan 69531"
416,"Makara Laksita, S.E.",2024-09-17,(0496) 539 8815,staf416_least-control@ud.mil,1996-08-19,Laki-Laki,Bitung,"Gang Laswi No. 953, Lubuklinggau, SB 16138"
417,Radit Sirait,2024-10-03,+62 (0451) 175-,staf417_social-leave-relate@ud.org,2004-02-10,Laki-Laki,Cirebon,"Gg. Rawamangun No. 75, Sawahlunto, Maluku Utara 80031"
418,Nasim Widodo,2025-05-19,081 520 9674,staf418_ever-report@pt.net.id,1998-05-25,Laki-Laki,Sorong,"Jalan Otto Iskandardinata No. 28, Padangpanjang, Bali 59398"
419,drg. Hafshah Anggriawan,2025-10-03,+62 (099) 992 7,staf419_son-few-describe@cv.mil.id,1987-06-13,Wanita,Langsa,"Gang Abdul Muis No. 29, Mataram, Kalimantan Timur 47770"
420,Agnes Jailani,2024-07-09,+62 (070) 910 9,staf420_bit-card-include@ud.ponpes.id,1998-03-29,Wanita,Depok,"Gg. Rungkut Industri No. 6, Padang, Jawa Barat 25891"
421,Nrima Mulyani,2024-12-29,(042) 733-6909,staf421_base-wear-instead@pd.desa.id,1999-03-23,Laki-Laki,Bandar Lampung,"Jalan Jakarta No. 34, Pasuruan, Jawa Timur 80864"
422,"Tgk. Daliono Rajata, M.Pd",2025-02-04,(034) 611 8401,staf422_production-local@pd.mil.id,1985-01-27,Wanita,Madiun,"Gang Dr. Djunjunan No. 6, Batam, Jawa Tengah 14405"
423,Bella Permadi,2024-10-01,080 711 6416,staf423_fine-main-scene@ud.ponpes.id,2004-08-27,Laki-Laki,Blitar,"Gg. Peta No. 96, Mojokerto, JK 42802"
424,Dewi Jailani,2025-11-30,+62-981-245-715,staf424_go-and-experience@perum.net.id,2004-03-17,Wanita,Sorong,"Gg. Ahmad Dahlan No. 56, Surakarta, Kalimantan Tengah 99044"
425,Genta Siregar,2025-04-16,+62-738-564-601,staf425_mother-bit-third@pd.net,2002-06-04,Wanita,Kendari,"Jalan Dr. Djunjunan No. 2, Semarang, Nusa Tenggara Barat 02539"
426,R.A. Almira Putra,2024-05-02,(038) 015 9544,staf426_respond-middle@pt.biz.id,1999-03-25,Laki-Laki,Pasuruan,"Jl. Veteran No. 48, Tomohon, Bali 11828"
427,T. Hardana Prayoga,2024-04-19,+62 (15) 356 66,staf427_analysis-factor@ud.biz.id,2000-06-03,Wanita,Banda Aceh,"Jl. R.E Martadinata No. 971, Samarinda, KR 90082"
428,"Ir. Ade Kusmawati, M.M.",2025-10-23,+62 (50) 786-09,staf428_long-happen-poor@pd.go.id,1985-09-26,Wanita,Bau-Bau,"Gang Cihampelas No. 10, Sukabumi, Kepulauan Bangka Belitung 01125"
429,Balapati Pudjiastuti,2025-07-21,+62 (0163) 560 ,staf429_leader-store-ready@pt.my.id,1991-07-11,Laki-Laki,Palu,"Jl. Joyoboyo No. 3, Meulaboh, Riau 14556"
430,Sutan Cawisono Kusumo,2025-12-07,+62 (0380) 711-,staf430_determine-reason@perum.ac.id,1985-06-03,Wanita,Langsa,"Gang Pacuan Kuda No. 899, Madiun, RI 72063"
431,"dr. Dwi Hariyah, S.Pd",2025-07-03,+62 (80) 529-97,staf431_measure-religious@cv.my.id,2002-09-18,Wanita,Kendari,"Gang Kutisari Selatan No. 962, Surakarta, SU 10138"
432,Amalia Halimah,2024-12-09,(056) 769-0542,staf432_in-bit-both@pt.ac.id,1993-03-05,Wanita,Lubuklinggau,"Jl. KH Amin Jasuta No. 2, Pekalongan, SB 60436"
433,Kani Laksmiwati,2024-12-17,+62 (152) 428 2,staf433_important-need@ud.or.id,2002-04-13,Laki-Laki,Blitar,"Jalan Cihampelas No. 4, Batam, Papua 69084"
434,Sutan Irwan Prastuti,2025-09-22,+62 (041) 057 8,staf434_national-serious@pd.com,1993-05-21,Laki-Laki,Padangpanjang,"Gang Raya Ujungberung No. 2, Purwokerto, Sulawesi Selatan 93551"
435,Gaduh Mulyani,2025-10-09,+62-22-772-4571,staf435_use-cell-season@pd.sch.id,1998-08-17,Laki-Laki,Kendari,"Jalan Indragiri No. 80, Singkawang, Kalimantan Utara 84709"
436,"Cut Rini Megantara, S.Pt",2024-09-10,+62 (705) 714-3,staf436_adult-these-fall@ud.or.id,2000-07-16,Wanita,Medan,"Gg. Sukajadi No. 41, Bekasi, Jawa Tengah 96463"
437,Nadia Nasyiah,2024-08-21,+62-344-469-257,staf437_participant@cv.desa.id,1989-09-08,Wanita,Pematangsiantar,"Gang Gegerkalong Hilir No. 35, Lhokseumawe, JI 01019"
438,Diana Tamba,2024-01-28,+62 (78) 332-33,staf438_involve-start-scene@cv.gov,1996-10-01,Laki-Laki,Bukittinggi,"Jl. Antapani Lama No. 37, Tangerang, DI Yogyakarta 36819"
439,Dt. Caraka Waluyo,2025-01-28,0893813299,staf439_church-coach-treat@cv.gov,1992-08-29,Wanita,Tidore Kepulauan,"Gg. M.H Thamrin No. 94, Banjar, Kalimantan Utara 59557"
440,"Septi Utama, S.I.Kom",2024-12-22,+62 (002) 490 4,staf440_himself-thing-skill@ud.my.id,1986-05-02,Wanita,Lhokseumawe,"Gang Gardujati No. 1, Palopo, Maluku 50650"
441,"Puti Jelita Prasetyo, S.Psi",2024-04-03,0818219363,staf441_situation-any@cv.net,1999-11-07,Wanita,Sorong,"Jl. Cikapayang No. 56, Bogor, Bali 93614"
442,Raihan Rahayu,2024-01-29,(0539) 529 0838,staf442_push-school-science@cv.ac.id,2000-03-28,Wanita,Pasuruan,"Gang Joyoboyo No. 62, Kediri, Riau 61810"
443,Wardaya Habibi,2025-02-22,(045) 409-2763,staf443_arrive-middle-pay@cv.mil.id,1992-11-04,Laki-Laki,Solok,"Gg. Laswi No. 0, Prabumulih, Kalimantan Selatan 10766"
444,"Nalar Hasanah, S.H.",2025-03-04,0864771735,staf444_same-safe-name-high@pt.desa.id,2003-05-27,Laki-Laki,Kendari,"Jalan Kendalsari No. 22, Medan, Sulawesi Tengah 75801"
445,Ega Nasyiah,2025-05-22,+62 (47) 530 61,staf445_spring-reason-guess@perum.desa.id,1990-01-09,Wanita,Kota Administrasi Jakarta Timur,"Gang Lembong No. 004, Sabang, Jawa Timur 64265"
446,Cut Elvina Winarno,2025-11-21,+62 (0346) 501 ,staf446_music-very-space@perum.mil,1989-10-25,Laki-Laki,Pematangsiantar,"Jalan S. Parman No. 1, Subulussalam, GO 00014"
447,Muhammad Ramadan,2024-03-09,+62 (219) 618-2,staf447_could-story@pd.com,1990-05-25,Laki-Laki,Palu,"Jalan Rajawali Timur No. 9, Padang, BE 26045"
448,Kamal Budiyanto,2024-09-29,+62-43-265-6806,staf448_show-information@pd.web.id,2005-02-15,Wanita,Kota Administrasi Jakarta Timur,"Jalan Setiabudhi No. 2, Lhokseumawe, DKI Jakarta 48066"
449,H. Taufik Yuliarti,2025-11-16,+62 (869) 521 2,staf449_center-spend@cv.desa.id,2000-09-26,Wanita,Pariaman,"Jalan Suryakencana No. 27, Banjarmasin, Sulawesi Tengah 55106"
450,Tami Anggraini,2024-03-12,+62 (091) 708 8,staf450_general-page-find@perum.int,1995-03-30,Wanita,Surakarta,"Gang Siliwangi No. 386, Bima, Jawa Tengah 84083"
451,Ir. Garda Sitompul,2025-02-07,+62 (0159) 564-,staf451_key-smile-whom@cv.id,1997-12-03,Wanita,Tangerang Selatan,"Jl. Ahmad Dahlan No. 570, Palangkaraya, BB 10548"
452,Karna Uyainah,2024-05-05,+62 (020) 158 8,staf452_claim-relationship@ud.my.id,1992-02-09,Wanita,Metro,"Jalan Pasteur No. 5, Kupang, KS 13861"
453,"Tgk. Candra Namaga, M.M.",2025-01-19,(088) 800-1900,staf453_example-word@pt.my.id,1993-12-04,Laki-Laki,Cilegon,"Jl. Otto Iskandardinata No. 891, Meulaboh, NT 65531"
454,Tgk. Juli Laksita,2025-06-27,+62 (0289) 435-,staf454_place-something@pd.biz.id,2003-01-23,Wanita,Sorong,"Jalan Merdeka No. 759, Sibolga, Sumatera Barat 40961"
455,"drg. Latika Halimah, S.Gz",2025-08-11,+62-0833-239-29,staf455_option-something@pd.ponpes.id,1991-01-25,Laki-Laki,Malang,"Jalan Gardujati No. 6, Semarang, Sulawesi Barat 20572"
456,R. Mustika Hidayanto,2024-02-22,+62-58-450-8978,staf456_south-office-theory@pt.org,1991-02-03,Wanita,Tanjungbalai,"Jl. Waringin No. 3, Balikpapan, RI 16054"
457,"Winda Lailasari, S.Psi",2024-11-16,(083) 028 7609,staf457_my-then-enjoy@pt.id,1998-12-31,Wanita,Tangerang Selatan,"Jalan Gedebage Selatan No. 432, Blitar, DI Yogyakarta 35700"
458,Agus Yulianti,2024-08-08,(012) 967-0899,staf458_painting-shake-know@cv.or.id,1986-12-02,Wanita,Sabang,"Jl. Ir. H. Djuanda No. 211, Bogor, JI 55054"
459,"Tgk. Jaka Kurniawan, M.Farm",2025-04-11,+62 (0621) 196-,staf459_stay-up-film@pd.ac.id,1985-06-23,Wanita,Salatiga,"Jalan Pasteur No. 188, Payakumbuh, ST 19906"
460,"KH. Jarwi Prabowo, S.H.",2025-02-21,083 188 8085,staf460_but-agreement@perum.org,2004-12-12,Wanita,Padang Sidempuan,"Gang Ciwastra No. 4, Tasikmalaya, BA 42261"
461,"Eman Sihombing, M.Kom.",2024-08-06,+62 (562) 535 2,staf461_toward-memory@pt.org,2003-11-02,Wanita,Batu,"Jalan Setiabudhi No. 84, Pematangsiantar, BT 16894"
462,Sakura Widiastuti,2025-09-22,+62 (862) 506 9,staf462_eight-safe-company@ud.co.id,1993-04-11,Laki-Laki,Tomohon,"Gang Cikutra Timur No. 41, Pontianak, Papua Barat 03958"
463,Jarwi Waluyo,2024-01-12,(0030) 422-7638,staf463_generation-citizen@perum.mil,2003-11-13,Wanita,Kota Administrasi Jakarta Utara,"Jalan R.E Martadinata No. 47, Subulussalam, PA 05436"
464,Shania Suryatmi,2025-09-03,+62 (06) 193-68,staf464_sometimes-shoulder@perum.co.id,1988-03-26,Laki-Laki,Cimahi,"Jalan Pasirkoja No. 59, Parepare, KU 68768"
465,"Marsito Aryani, S.E.",2024-09-08,+62 (0283) 635 ,staf465_course-court@pt.ponpes.id,1992-10-12,Wanita,Pekanbaru,"Gang W.R. Supratman No. 46, Kupang, Kalimantan Timur 40773"
466,"R.M. Satya Kurniawan, M.TI.",2024-08-19,(046) 409-6227,staf466_project-effort@perum.edu,2000-09-12,Laki-Laki,Purwokerto,"Gang Jend. A. Yani No. 59, Gorontalo, JT 95485"
467,R.A. Sakura Natsir,2024-07-08,+62 (998) 365-7,staf467_street-across-same@ud.gov,1989-07-11,Laki-Laki,Makassar,"Gg. Cihampelas No. 320, Denpasar, NB 91812"
468,Estiawan Simanjuntak,2024-09-10,(0691) 776-9358,staf468_yourself-else-talk@cv.id,1997-09-28,Wanita,Balikpapan,"Gg. Kutisari Selatan No. 034, Salatiga, NB 69152"
469,"Eman Lestari, M.M.",2025-04-17,+62-24-041-8614,staf469_result-small-speak@ud.sch.id,1997-03-22,Laki-Laki,Sungai Penuh,"Gg. Sadang Serang No. 201, Pangkalpinang, KI 50939"
470,Cut Diana Purwanti,2024-09-15,086 765 1683,staf470_resource-able-local@pt.or.id,1992-02-19,Laki-Laki,Tanjungbalai,"Gg. Waringin No. 2, Denpasar, RI 57306"
471,"KH. Kenari Hastuti, S.Gz",2025-09-01,0886788665,staf471_reality-test-world@ud.edu,1990-11-28,Laki-Laki,Binjai,"Jl. Erlangga No. 3, Langsa, Bengkulu 93458"
472,Rahmi Lestari,2025-02-20,+62 (44) 773-16,staf472_month-very-sister@ud.ponpes.id,1996-05-29,Wanita,Mataram,"Gg. R.E Martadinata No. 6, Banjar, Sulawesi Tengah 51387"
473,Lili Sihombing,2025-05-05,+62 (530) 393 4,staf473_while-story@perum.org,1991-09-17,Laki-Laki,Jambi,"Jalan Bangka Raya No. 944, Sungai Penuh, Sumatera Selatan 06533"
474,Cemani Tampubolon,2024-06-12,+62-0717-599-17,staf474_staff-whom-truth@pt.biz.id,1997-05-17,Laki-Laki,Bandung,"Jl. Ahmad Yani No. 687, Bau-Bau, SS 78092"
475,Jaka Tamba,2024-09-23,+62-050-324-483,staf475_air-food-whatever@cv.net.id,1992-02-16,Laki-Laki,Palembang,"Jl. Waringin No. 738, Kediri, Bali 25632"
476,Abyasa Aryani,2024-03-03,+62 (359) 550 6,staf476_western-believe@perum.sch.id,1989-11-10,Laki-Laki,Kota Administrasi Jakarta Utara,"Gang PHH. Mustofa No. 81, Sawahlunto, Kalimantan Tengah 78292"
477,Paris Sihotang,2024-08-14,(028) 344-6510,staf477_teach-some-make@perum.ac.id,1997-10-10,Laki-Laki,Subulussalam,"Jalan Rawamangun No. 342, Tanjungbalai, Lampung 23738"
478,"R. Kajen Tamba, S.E.",2024-06-22,(0705) 103 7496,staf478_wrong-road-sign@perum.int,2005-02-04,Wanita,Banjarbaru,"Jalan Erlangga No. 2, Bau-Bau, Kepulauan Riau 26499"
479,Adika Suwarno,2024-01-01,(007) 976-0698,staf479_from-down-picture@pd.sch.id,1991-02-10,Wanita,Bandar Lampung,"Gg. Laswi No. 07, Singkawang, Papua Barat 47028"
480,Rahmi Setiawan,2024-01-10,+62-016-220-663,staf480_order-own-nearly@ud.net,1993-04-15,Laki-Laki,Depok,"Gang Pasteur No. 719, Langsa, Nusa Tenggara Timur 36318"
481,"R. Cahyanto Zulaika, S.H.",2024-07-18,+62 (589) 113 3,staf481_ask-again-create@pd.com,1999-02-18,Laki-Laki,Magelang,"Jalan Rawamangun No. 10, Kotamobagu, Sulawesi Utara 87713"
482,"Vero Wahyudin, S.Pt",2024-03-07,+62-16-095-7540,staf482_someone-movement@pd.sch.id,1994-07-30,Wanita,Sawahlunto,"Jalan Merdeka No. 51, Lhokseumawe, Banten 11664"
483,Raden Mangunsong,2024-06-11,(0672) 807-1245,staf483_actually-raise-lay@cv.int,1992-12-18,Wanita,Lhokseumawe,"Gang Pasir Koja No. 8, Palopo, AC 78651"
484,"drg. Jaka Mandasari, S.Sos",2024-08-26,0837702012,staf484_day-war-how@pt.or.id,1995-11-18,Laki-Laki,Padang,"Gang Rajiman No. 6, Kediri, DI Yogyakarta 98970"
485,"Vanya Pertiwi, S.Psi",2025-07-24,+62 (0075) 939-,staf485_chance-ask-continue@cv.mil.id,1991-02-06,Laki-Laki,Tanjungbalai,"Gang Pacuan Kuda No. 548, Singkawang, NT 31503"
486,"Devi Yolanda, S.E.",2025-03-12,0843346800,staf486_artist-myself-body@pd.sch.id,2002-03-06,Laki-Laki,Payakumbuh,"Gg. Pasir Koja No. 499, Tanjungbalai, Lampung 93459"
487,Drs. Victoria Suryatmi,2024-05-11,(0551) 465-2274,staf487_energy-rich@pt.web.id,2001-03-07,Laki-Laki,Sabang,"Jalan M.H Thamrin No. 659, Medan, DKI Jakarta 06776"
488,Puti Zelaya Rahmawati,2024-07-19,086 278 5302,staf488_education-help@pd.id,2002-07-04,Laki-Laki,Solok,"Jalan Kendalsari No. 4, Sorong, Maluku 13371"
489,Drs. Lasmanto Suryatmi,2024-05-12,+62-0767-544-30,staf489_they-attorney@cv.biz.id,1987-08-12,Laki-Laki,Semarang,"Gang Soekarno Hatta No. 47, Yogyakarta, Sulawesi Tenggara 03065"
490,Among Prakasa,2024-02-25,0891947328,staf490_threat-girl@pd.co.id,1999-05-02,Wanita,Bekasi,"Jalan Jakarta No. 1, Pekalongan, SG 92774"
491,"R.M. Jati Hasanah, M.Farm",2025-09-25,+62-0788-585-92,staf491_product-offer-every@ud.edu,1989-02-27,Laki-Laki,Denpasar,"Gang Rajawali Barat No. 4, Kota Administrasi Jakarta Utara, Sumatera Barat 23006"
492,Yuliana Suryono,2025-04-16,+62 (129) 406 5,staf492_on-book-support@ud.org,1995-01-26,Laki-Laki,Salatiga,"Jalan Cikapayang No. 5, Mataram, BB 94610"
493,Rahman Budiyanto,2024-03-07,085 690 9902,staf493_general-note-group@ud.gov,1992-01-09,Wanita,Surabaya,"Jl. BKR No. 17, Tangerang, Sumatera Barat 36592"
494,Rini Megantara,2025-07-26,+62-662-185-124,staf494_world-know-unit@cv.mil,2001-06-14,Laki-Laki,Probolinggo,"Gg. Yos Sudarso No. 7, Kota Administrasi Jakarta Barat, NT 38837"
495,"R.M. Jagapati Novitasari, S.Psi",2024-12-14,+62 (054) 269-7,staf495_work-make-field-mr@pd.mil,1987-03-12,Wanita,Tangerang,"Jalan Rajawali Timur No. 694, Cimahi, Sulawesi Tenggara 76117"
496,Farhunnisa Widodo,2024-12-21,+62-027-295-891,staf496_happen-billion@pd.id,1996-06-15,Wanita,Magelang,"Jl. Rawamangun No. 980, Kota Administrasi Jakarta Selatan, SB 62634"
497,Rahmat Kurniawan,2025-01-03,(032) 432 0860,staf497_author-hit-dream@cv.mil.id,1986-12-28,Wanita,Sibolga,"Jalan Bangka Raya No. 247, Semarang, KS 20502"
498,"Panji Astuti, S.H.",2024-09-24,(0865) 768 7707,staf498_drug-then-pressure@ud.int,1995-11-16,Laki-Laki,Tangerang,"Jalan Indragiri No. 477, Pekanbaru, Kepulauan Bangka Belitung 98365"
499,T. Eko Novitasari,2024-03-14,+62 (0171) 792-,staf499_garden-now-ground@pt.co.id,1990-08-26,Wanita,Sungai Penuh,"Jl. Veteran No. 567, Tangerang Selatan, Sumatera Utara 73091"
500,Titin Maryati,2025-08-31,(093) 870 3610,staf500_poor-about-dog@cv.net.id,1986-07-19,Laki-Laki,Sibolga,"Jl. Medokan Ayu No. 1, Bandar Lampung, NT 33615"
501,Faizah Setiawan,2025-02-10,+62-83-620-2625,staf501_institution@pt.com,1996-07-02,Laki-Laki,Sukabumi,"Jl. Sadang Serang No. 5, Banjarbaru, SR 33399"
502,Zaenab Sudiati,2025-10-11,+62-084-808-247,staf502_you-meet-exist-town@perum.id,2005-05-02,Wanita,Tasikmalaya,"Gg. Rumah Sakit No. 49, Kotamobagu, Jambi 42499"
503,Nadine Megantara,2025-06-20,+62 (0782) 457-,staf503_open-charge-effort@ud.edu,2000-04-04,Wanita,Tarakan,"Jalan Setiabudhi No. 55, Tanjungbalai, Kalimantan Tengah 03942"
504,Umaya Pradana,2024-08-20,+62 (047) 967-1,staf504_skin-laugh-add@cv.mil,2005-11-10,Laki-Laki,Lhokseumawe,"Jalan Dipatiukur No. 1, Pangkalpinang, Bali 86458"
505,Diana Nasyiah,2025-07-22,+62 (61) 646 56,staf505_when-last-modern@perum.gov,1992-06-29,Laki-Laki,Bandung,"Jl. M.T Haryono No. 1, Ternate, Kalimantan Utara 35777"
506,Ibun Hartati,2024-05-26,(0230) 290-5375,staf506_nothing-quality@pt.go.id,1987-06-23,Wanita,Subulussalam,"Jl. Ir. H. Djuanda No. 168, Banjar, SU 49557"
507,Sabar Suwarno,2024-06-14,0821854083,staf507_have-car-in-let@ud.int,2003-09-05,Laki-Laki,Tual,"Jalan Dipenogoro No. 193, Padang Sidempuan, Papua 79503"
508,Rahmi Hariyah,2025-10-06,+62 (022) 914 3,staf508_rich-news-think@ud.net,1998-01-27,Laki-Laki,Sukabumi,"Jalan Moch. Ramdan No. 8, Banda Aceh, ST 55389"
509,Drs. Sidiq Kusumo,2025-04-19,084 690 0876,staf509_our-say-woman-than@pt.id,2003-06-21,Laki-Laki,Prabumulih,"Gang R.E Martadinata No. 56, Metro, Gorontalo 05617"
510,Gasti Napitupulu,2024-02-14,+62 (0345) 152 ,staf510_almost-seat-big@pt.edu,2004-01-06,Wanita,Sorong,"Gg. Surapati No. 9, Palembang, Papua 84399"
511,Anita Saputra,2025-12-10,+62 (912) 586 5,staf511_available-military@ud.id,2000-06-02,Laki-Laki,Salatiga,"Jl. M.T Haryono No. 9, Tidore Kepulauan, BE 89080"
512,Zalindra Ramadan,2025-05-21,+62 (008) 708-1,staf512_accept-save@ud.net.id,1989-11-21,Laki-Laki,Blitar,"Jalan Cihampelas No. 7, Bau-Bau, MU 28226"
513,Bella Suryono,2024-10-27,+62-0265-492-36,staf513_truth-will-entire@pt.gov,1990-04-15,Wanita,Sabang,"Jl. Lembong No. 419, Gorontalo, BT 30140"
514,Ganep Mandasari,2025-02-22,+62 (099) 995-4,staf514_world-upon-the-upon@perum.int,1999-12-30,Laki-Laki,Tangerang,"Jl. Kapten Muslihat No. 38, Bandar Lampung, Jawa Tengah 19911"
515,"Dr. Balijan Zulkarnain, M.TI.",2024-02-26,+62 (888) 309 6,staf515_dark-movie-impact@pt.ac.id,1998-07-09,Laki-Laki,Kota Administrasi Jakarta Timur,"Jalan Ciwastra No. 9, Tangerang, SU 70548"
516,Olivia Prasetya,2024-10-10,(0550) 568 6381,staf516_determine-executive@cv.edu,2001-07-14,Wanita,Jayapura,"Gang Siliwangi No. 830, Sawahlunto, BE 03127"
517,"Ir. Kacung Nuraini, M.Farm",2024-11-15,(030) 186-1388,staf517_on-first-ball@cv.co.id,1994-09-21,Laki-Laki,Palopo,"Gang Otto Iskandardinata No. 280, Subulussalam, JB 25658"
518,"Perkasa Wijayanti, M.Kom.",2025-02-02,(053) 969 0945,staf518_worker-he-reality@pt.ponpes.id,1989-02-14,Wanita,Denpasar,"Gg. Suryakencana No. 7, Tarakan, Bengkulu 16996"
519,"Kardi Widiastuti, S.E.",2025-04-09,+62 (67) 771-35,staf519_east-husband-house@perum.id,1989-10-20,Laki-Laki,Padang Sidempuan,"Jl. Sukajadi No. 9, Samarinda, Jawa Tengah 34024"
520,Hj. Siska Mangunsong,2024-05-19,+62-0914-099-33,staf520_good-law-service@cv.biz.id,1993-12-21,Laki-Laki,Pangkalpinang,"Jl. Kendalsari No. 601, Binjai, JK 22559"
521,KH. Dimaz Mandasari,2025-01-04,(0396) 497 1536,staf521_region-their@pd.ponpes.id,1997-03-08,Wanita,Kendari,"Jalan Joyoboyo No. 8, Malang, Maluku Utara 57479"
522,"Jane Widodo, S.E.I",2025-10-15,+62-828-423-267,staf522_page-senior-today@perum.go.id,1987-01-26,Wanita,Prabumulih,"Jalan Kebonjati No. 44, Malang, Kepulauan Riau 57814"
523,Garan Pranowo,2025-01-28,0822401545,staf523_good-understand@perum.ac.id,1988-04-22,Laki-Laki,Surakarta,"Gang Sentot Alibasa No. 01, Tual, MA 72303"
524,"Kayun Adriansyah, S.T.",2024-05-20,(0366) 906-7185,staf524_learn-drive@perum.int,2002-06-30,Laki-Laki,Bengkulu,"Gg. Rajawali Barat No. 9, Padang Sidempuan, Riau 75677"
525,"Agnes Pradipta, S.Kom",2025-08-20,+62 (17) 275-15,staf525_vote-cut-line@cv.my.id,1998-04-23,Wanita,Dumai,"Jalan Gegerkalong Hilir No. 6, Tomohon, Kalimantan Timur 46519"
526,"Cut Ellis Nuraini, S.Psi",2024-04-19,(091) 748-4548,staf526_represent-benefit@perum.mil.id,1994-03-17,Laki-Laki,Surabaya,"Jl. M.H Thamrin No. 27, Bau-Bau, LA 56732"
527,Ganjaran Prastuti,2024-02-23,0856800533,staf527_operation-reflect@ud.id,2004-04-27,Wanita,Pariaman,"Jalan Moch. Ramdan No. 1, Binjai, Sulawesi Barat 42841"
528,Edi Susanti,2025-11-02,080 764 7439,staf528_space-increase-week@pt.sch.id,1999-09-21,Laki-Laki,Sawahlunto,"Gg. Sukajadi No. 594, Bau-Bau, Kalimantan Utara 69739"
529,Paris Lazuardi,2024-03-13,+62-0377-144-11,staf529_assume-fall-growth@pd.net,1985-08-09,Laki-Laki,Banda Aceh,"Jl. Gegerkalong Hilir No. 4, Cimahi, SG 07146"
530,Praba Sitompul,2024-10-28,+62-435-273-105,staf530_argue-team-turn@ud.desa.id,2004-05-20,Wanita,Kendari,"Jl. Yos Sudarso No. 391, Kota Administrasi Jakarta Pusat, JA 16142"
531,Elisa Situmorang,2025-08-26,+62 (108) 958-7,staf531_however-two-include@cv.int,2005-03-12,Laki-Laki,Prabumulih,"Jalan PHH. Mustofa No. 7, Palembang, GO 77117"
532,"Devi Dongoran, S.Psi",2024-09-09,(067) 548-3364,staf532_remember-large@ud.gov,1992-10-30,Laki-Laki,Tarakan,"Jalan Veteran No. 175, Tanjungpinang, Kalimantan Utara 72433"
533,"Aurora Ramadan, S.E.",2025-12-02,+62 (51) 210 38,staf533_buy-fly-range-get@cv.or.id,1991-11-12,Laki-Laki,Mojokerto,"Jalan Moch. Toha No. 68, Bogor, MA 05495"
534,Rina Wastuti,2024-12-29,089 569 8719,staf534_road-grow-career@pd.co.id,1996-12-02,Wanita,Tangerang Selatan,"Gg. Ciumbuleuit No. 725, Bekasi, Kalimantan Selatan 37646"
535,Atmaja Manullang,2025-05-10,+62-0199-246-21,staf535_allow-or-lead@pt.mil,2003-01-02,Wanita,Bandung,"Jalan H.J Maemunah No. 81, Ternate, Jawa Tengah 02182"
536,"Dr. Harsana Hidayat, S.Psi",2024-07-11,(0384) 667 7729,staf536_plant-commercial@perum.mil,1999-01-29,Laki-Laki,Bekasi,"Gg. Rajawali Timur No. 560, Kotamobagu, BA 02710"
537,"Dr. Cecep Waluyo, S.Ked",2024-11-11,+62 (046) 803 7,staf537_wide-ago-garden@pt.ac.id,1998-06-26,Wanita,Meulaboh,"Jalan Kiaracondong No. 41, Sibolga, Gorontalo 49479"
