Pengacara_ID,Nama_Pengacara,Tgl_Bgb_Pca,Spesialisasi,No_Tlp_Pca,Alamat_Pengacara,Email_Pengacara,Tempat_Lahir_Pca,Tgl_Lhr_Pca,Gender_Pengacara
755,"dr. Puji Tampubolon, S.Pd",2025-03-16,Hukum Keluarga,+62-003-142-050,"Jalan Ciumbuleuit No. 9, Bengkulu, KT 49250",pengacara755_federal-medical@perum.go.id,Tual,1984-07-03,Wanita
756,R.A. Siti Manullang,2024-05-21,Hukum Properti,(0219) 117 9170,"Gang Wonoayu No. 627, Kota Administrasi Jakarta Barat, Maluku 54369",pengacara756_hair-move-your@pd.com,Purwokerto,1980-04-19,Laki-Laki
757,"R. Hendra Hariyah, S.Psi",2025-02-12,Hukum Keluarga,+62 (068) 675 1,"Gg. Lembong No. 67, Mataram, Lampung 93541",pengacara757_challenge-exist@pt.go.id,Sukabumi,1993-02-21,Wanita
758,Asmuni Ramadan,2025-01-19,Hukum Tata Negara,+62 (10) 147-64,"Gang Jayawijaya No. 1, Yogyakarta, Sulawesi Barat 34325",pengacara758_throughout@pd.id,Binjai,1980-12-11,Laki-Laki
759,Sutan Panji Widodo,2025-04-26,Hukum Pajak,+62 (070) 875 8,"Gg. Dipenogoro No. 44, Banjar, Kalimantan Selatan 28257",pengacara759_whole-son-eight@pd.com,Madiun,1990-01-01,Laki-Laki
760,Kalim Oktaviani,2025-12-26,Hukum Bisnis,+62 (811) 314-3,"Gg. Cikutra Barat No. 5, Gorontalo, Sulawesi Tenggara 10858",pengacara760_right-believe@perum.edu,Tidore Kepulauan,1982-02-04,Wanita
761,Kajen Sinaga,2024-02-21,Hukum Pidana,+62 (0172) 629-,"Jalan HOS. Cokroaminoto No. 901, Tanjungbalai, JI 49297",pengacara761_west-well-music@perum.ac.id,Banjarmasin,1995-03-24,Laki-Laki
762,Maya Kurniawan,2025-07-24,Hukum Properti,+62-010-081-591,"Gang Pasir Koja No. 96, Prabumulih, Kalimantan Utara 54224",pengacara762_information@cv.ponpes.id,Kota Administrasi Jakarta Timur,1979-04-21,Wanita
763,Dt. Kambali Susanti,2024-12-19,Hukum Properti,+62 (0534) 819-,"Jalan Joyoboyo No. 8, Kota Administrasi Jakarta Timur, BT 47810",pengacara763_people-window-role@pt.net,Tomohon,1989-10-27,Laki-Laki
764,"Puspa Fujiati, S.Kom",2024-10-10,Hukum Properti,087 245 2230,"Gang Ciumbuleuit No. 8, Banjarbaru, Papua 35144",pengacara764_set-pretty-dream@pt.ac.id,Ambon,1988-09-23,Laki-Laki
765,Cut Yance Usada,2024-03-20,Hukum Pajak,(0237) 602-2621,"Gg. Raya Ujungberung No. 227, Singkawang, Papua Barat 25381",pengacara765_million-poor@pd.my.id,Ambon,1993-12-14,Laki-Laki
766,Kenari Prakasa,2024-08-31,Hukum Pidana,+62-349-867-347,"Gg. H.J Maemunah No. 442, Ternate, Gorontalo 81113",pengacara766_because-language@ud.mil,Solok,1977-11-25,Laki-Laki
767,Rahmi Marbun,2025-06-01,Hukum Tata Negara,+62 (108) 413 9,"Gang Ahmad Dahlan No. 10, Pangkalpinang, LA 34737",pengacara767_animal-believe@pd.com,Parepare,1972-08-13,Wanita
768,Hj. Shakila Napitupulu,2025-06-14,Hukum Pidana,085 056 3626,"Gg. Siliwangi No. 77, Kotamobagu, Jawa Tengah 17618",pengacara768_attorney-million@pt.sch.id,Bontang,1990-07-11,Wanita
769,"Dr. Halima Mandasari, M.TI.",2025-11-12,Hukum Perdata,(002) 499 5336,"Jl. Sukajadi No. 7, Bekasi, KB 39734",pengacara769_heavy-conference@perum.ac.id,Singkawang,1979-07-13,Wanita
770,Nasab Mayasari,2024-04-25,Hukum Keluarga,+62-097-529-547,"Gang Ahmad Dahlan No. 578, Pariaman, Banten 31856",pengacara770_ask-off-then-care@cv.co.id,Banjarmasin,1987-04-16,Laki-Laki
771,"drg. Nadine Firmansyah, S.Kom",2025-05-13,Hukum Keluarga,(0846) 457 8124,"Gang Cihampelas No. 8, Langsa, JA 87789",pengacara771_training-week@ud.or.id,Salatiga,1986-12-02,Wanita
772,"Qori Saputra, S.Farm",2024-11-12,Hukum Perdata,(065) 961 5364,"Jalan Siliwangi No. 4, Solok, BB 58653",pengacara772_culture-community@pd.net.id,Langsa,1990-08-19,Wanita
773,Carub Salahudin,2025-03-19,Hukum Tata Negara,+62 (994) 579-1,"Gang H.J Maemunah No. 420, Cilegon, SN 27020",pengacara773_part-author-enough@ud.biz.id,Yogyakarta,1971-06-05,Laki-Laki
774,"R. Ibrahim Yuliarti, M.Farm",2024-03-22,Hukum Pidana,(080) 883 7639,"Gg. Gegerkalong Hilir No. 820, Bukittinggi, SG 19638",pengacara774_product-side@ud.sch.id,Medan,1986-05-18,Laki-Laki
775,"Zamira Putra, S.T.",2025-03-03,Hukum Properti,+62-0205-921-34,"Gang Raya Setiabudhi No. 58, Batu, BT 40439",pengacara775_drive-man-more@pd.desa.id,Banjarbaru,1978-05-17,Wanita
776,Balapati Winarsih,2024-03-15,Hukum Kepailitan,(075) 111 2713,"Jalan Suniaraja No. 92, Kediri, Maluku 68409",pengacara776_region-bit-story@perum.ponpes.id,Kota Administrasi Jakarta Selatan,1988-09-28,Laki-Laki
777,Kezia Puspita,2025-07-02,Hukum Kepailitan,+62 (0019) 917 ,"Jalan BKR No. 19, Banjar, Sulawesi Tengah 89917",pengacara777_why-medical@pd.net,Tanjungpinang,1993-09-20,Wanita
778,Panji Uyainah,2024-04-30,Hukum Keluarga,+62-77-973-8421,"Gg. Antapani Lama No. 449, Payakumbuh, BE 24943",pengacara778_television-million@ud.web.id,Denpasar,1990-06-12,Laki-Laki
779,Irwan Kusumo,2024-01-27,Hukum Pajak,089 027 1069,"Gang Gedebage Selatan No. 796, Semarang, SG 22688",pengacara779_when-environment@ud.int,Subulussalam,1977-04-18,Wanita
780,"drg. Kuncara Hutapea, S.Sos",2025-01-04,Hukum Keluarga,(0728) 474 9879,"Gg. Peta No. 7, Metro, KS 92810",pengacara780_finally-mind-fall@pd.gov,Balikpapan,1992-04-13,Wanita
781,Wulan Kusmawati,2025-10-02,Hukum Keluarga,+62-635-730-977,"Jalan Peta No. 19, Kota Administrasi Jakarta Barat, KI 19775",pengacara781_maybe-interesting@cv.net.id,Tual,1995-06-10,Laki-Laki
782,"Mahfud Hutasoit, S.Ked",2025-08-04,Hukum Tata Negara,+62-080-411-704,"Jl. Setiabudhi No. 70, Batu, Jawa Barat 20536",pengacara782_prevent-take-spring@pd.int,Lhokseumawe,1977-07-20,Laki-Laki
783,Hendra Haryanto,2025-09-18,Hukum Kepailitan,+62 (0522) 933-,"Jl. Sukajadi No. 9, Langsa, DI Yogyakarta 63779",pengacara783_model-like-business@ud.int,Tarakan,1984-03-13,Laki-Laki
784,Labuh Latupono,2024-08-19,Hukum Perdata,+62 (0575) 133 ,"Jalan Sentot Alibasa No. 5, Pagaralam, Sulawesi Utara 73413",pengacara784_eight-type-mention@pd.ac.id,Jambi,1995-10-15,Wanita
785,drg. Muhammad Saefullah,2025-08-29,Hukum Perdata,+62 (059) 140-9,"Gang Rajawali Barat No. 343, Kediri, Jambi 26096",pengacara785_career-just@cv.org,Pekalongan,1973-07-10,Wanita
786,Bala Rajata,2025-09-03,Hukum Pidana,+62-962-473-604,"Gang Pasteur No. 35, Sabang, Maluku Utara 55421",pengacara786_ago-writer@cv.mil.id,Palu,1990-07-14,Laki-Laki
787,"Eluh Anggraini, M.Farm",2024-08-20,Hukum Bisnis,0897661591,"Jl. Joyoboyo No. 58, Salatiga, BE 60152",pengacara787_i-bag-necessary@cv.desa.id,Magelang,1978-10-09,Laki-Laki
788,Drs. Julia Wulandari,2024-08-02,Hukum Pajak,+62 (622) 108-8,"Jalan Raya Ujungberung No. 41, Sibolga, BE 20616",pengacara788_factor-know-edge@perum.ac.id,Serang,1979-01-22,Wanita
789,"Syahrini Pudjiastuti, S.Kom",2025-05-09,Hukum Bisnis,+62-827-300-208,"Gang Suryakencana No. 323, Tomohon, SG 37404",pengacara789_bring-bring-voice@pt.mil.id,Palangkaraya,1981-01-03,Wanita
790,Kania Januar,2024-05-27,Hukum Tata Negara,(0355) 753-5450,"Jl. Jakarta No. 262, Lhokseumawe, AC 79247",pengacara790_method-hold-part@cv.biz.id,Solok,1986-10-14,Wanita
791,Pangeran Permadi,2024-12-10,Hukum Perdata,0845152343,"Jalan Indragiri No. 4, Bandar Lampung, BA 33319",pengacara791_much-look@cv.my.id,Kota Administrasi Jakarta Utara,1991-06-06,Laki-Laki
792,"Intan Waluyo, S.E.I",2025-02-20,Hukum Pidana,+62-57-914-7519,"Jalan Kutisari Selatan No. 4, Subulussalam, LA 34789",pengacara792_institution-meet@pd.go.id,Kota Administrasi Jakarta Selatan,1986-05-25,Laki-Laki
793,"Shakila Sitorus, S.Ked",2024-03-12,Hukum Pidana,(089) 197 7499,"Gang Wonoayu No. 1, Bitung, Jawa Tengah 82702",pengacara793_lay-next-charge@pd.id,Batam,1985-09-19,Wanita
794,Najib Situmorang,2024-05-24,Hukum Pidana,+62 (838) 163 4,"Jl. Ahmad Dahlan No. 4, Singkawang, Lampung 62024",pengacara794_commercial@perum.com,Padangpanjang,1981-03-25,Laki-Laki
795,Kenes Hardiansyah,2025-11-15,Hukum Properti,+62-72-681-2924,"Jalan Ronggowarsito No. 735, Sabang, Banten 58475",pengacara795_write-bar-least@pd.ac.id,Palembang,1987-09-30,Laki-Laki
796,"Almira Handayani, S.Pd",2025-06-27,Hukum Properti,(0251) 115 7000,"Gang Surapati No. 027, Pekalongan, JT 09553",pengacara796_line-that-eat-crime@cv.ponpes.id,Depok,1972-03-17,Wanita
797,"Melinda Laksmiwati, S.T.",2024-07-24,Hukum Pidana,(0076) 403 9393,"Gg. Ir. H. Djuanda No. 3, Kupang, KR 73122",pengacara797_artist-cell@perum.desa.id,Denpasar,1975-09-22,Laki-Laki
798,dr. Opan Nugroho,2025-11-22,Hukum Properti,+62-055-270-303,"Gg. Moch. Toha No. 7, Cilegon, Sulawesi Barat 60719",pengacara798_value-drop-arrive@perum.sch.id,Denpasar,1989-07-12,Wanita
799,"Cici Utami, S.H.",2025-02-28,Hukum Pidana,(038) 105-4451,"Gg. Jend. Sudirman No. 1, Banda Aceh, Banten 27210",pengacara799_relate-generation@ud.biz.id,Kota Administrasi Jakarta Pusat,1978-04-09,Wanita
800,drg. Kuncara Wijaya,2024-06-20,Hukum Properti,+62 (482) 480 0,"Gang Ronggowarsito No. 9, Tual, JB 92279",pengacara800_impact-hit-us-rich@pt.biz.id,Gorontalo,1982-11-19,Wanita
801,Eli Hastuti,2025-07-05,Hukum Pidana,+62 (0875) 909 ,"Gang Dipenogoro No. 535, Pagaralam, Lampung 15808",pengacara801_none-yeah-also@pd.com,Langsa,1974-05-17,Wanita
802,"Puti Kezia Winarsih, M.Ak",2024-06-05,Hukum Kepailitan,0875850010,"Jl. Jayawijaya No. 336, Bandar Lampung, DI Yogyakarta 31079",pengacara802_her-them-senior-one@pt.my.id,Cirebon,1987-08-24,Wanita
803,Suci Wijaya,2025-12-08,Hukum Properti,+62 (105) 614 1,"Gg. Kapten Muslihat No. 26, Kota Administrasi Jakarta Selatan, Sulawesi Tengah 92488",pengacara803_world-girl-station@cv.mil.id,Tangerang,1985-01-07,Wanita
804,Paramita Nasyiah,2024-04-08,Hukum Properti,+62-014-546-556,"Jalan Antapani Lama No. 7, Kota Administrasi Jakarta Timur, Sulawesi Tenggara 54238",pengacara804_example-appear@perum.ponpes.id,Metro,1982-11-06,Laki-Laki
805,Devi Purnawati,2024-10-21,Hukum Properti,+62-0614-795-34,"Jl. Raya Ujungberung No. 05, Sorong, Maluku Utara 16399",pengacara805_thus-history@pt.id,Metro,1982-07-23,Laki-Laki
806,Sakti Santoso,2024-02-15,Hukum Kepailitan,(0620) 115 9436,"Gg. Ir. H. Djuanda No. 83, Cirebon, JA 91582",pengacara806_cost-visit-bar@perum.biz.id,Bau-Bau,1984-03-17,Laki-Laki
807,"Ira Maryadi, S.Psi",2024-12-06,Hukum Bisnis,(0493) 028-0502,"Gang Waringin No. 947, Banjar, Kalimantan Barat 14539",pengacara807_i-i-education@pd.id,Medan,1994-03-16,Laki-Laki
808,Bahuwirya Nurdiyanti,2024-11-25,Hukum Keluarga,(0618) 217-4963,"Gang Cihampelas No. 285, Kota Administrasi Jakarta Timur, Bali 06464",pengacara808_maintain-their@pt.gov,Bandung,1981-08-30,Laki-Laki
809,Ganda Laksita,2024-07-31,Hukum Tata Negara,+62 (0789) 529-,"Gang Jend. A. Yani No. 358, Probolinggo, Sumatera Utara 74424",pengacara809_hold-police-effort@pt.biz.id,Kota Administrasi Jakarta Pusat,1975-09-04,Wanita
810,"R.A. Faizah Sihotang, M.Pd",2025-11-26,Hukum Pidana,+62 (037) 982 9,"Jl. Kapten Muslihat No. 12, Bukittinggi, KU 61958",pengacara810_form-front-every@perum.int,Manado,1987-11-22,Laki-Laki
811,Hj. Kani Saragih,2024-10-03,Hukum Keluarga,(0507) 960 7504,"Gg. Cempaka No. 790, Samarinda, DI Yogyakarta 99131",pengacara811_nearly-fast-deep@ud.or.id,Padangpanjang,1987-01-16,Wanita
812,Widya Hartati,2025-01-14,Hukum Perdata,(0781) 581-8765,"Gg. Ronggowarsito No. 0, Kota Administrasi Jakarta Barat, Riau 27994",pengacara812_box-project-window@cv.biz.id,Bau-Bau,1977-03-07,Laki-Laki
813,"Dr. Vero Nuraini, M.TI.",2025-12-20,Hukum Pidana,+62 (0402) 850-,"Gg. Cempaka No. 528, Serang, Sulawesi Tenggara 62049",pengacara813_exist-politics-lay@perum.edu,Lubuklinggau,1987-07-05,Wanita
814,Keisha Kuswandari,2025-11-09,Hukum Pidana,+62-09-243-7459,"Gang Sadang Serang No. 43, Mataram, Jawa Timur 83626",pengacara814_rate-operation@perum.desa.id,Tomohon,1983-10-21,Wanita
815,Martani Prayoga,2025-11-21,Hukum Tata Negara,+62-482-553-851,"Gang Pasirkoja No. 5, Tanjungbalai, PB 29248",pengacara815_be-foreign-every@pd.co.id,Cilegon,1974-01-31,Wanita
816,Garan Oktaviani,2025-02-22,Hukum Properti,0846330882,"Gang Ciwastra No. 3, Tangerang, Bengkulu 04612",pengacara816_food-find-stop-why@perum.int,Meulaboh,1994-05-30,Laki-Laki
817,Karen Kusmawati,2024-10-26,Hukum Keluarga,+62 (34) 360-08,"Gg. Pasteur No. 0, Pekalongan, RI 56564",pengacara817_interview-someone@pd.or.id,Sorong,1977-05-21,Wanita
818,Prasetya Maryadi,2024-12-17,Hukum Tata Negara,+62 (085) 671-6,"Gang Moch. Ramdan No. 077, Pontianak, Sulawesi Tengah 14193",pengacara818_as-hope-writer@perum.edu,Tarakan,1974-05-28,Wanita
819,"Cemeti Saragih, S.IP",2024-01-10,Hukum Keluarga,(0249) 033-4526,"Gang Pasir Koja No. 06, Tual, Kalimantan Utara 92984",pengacara819_ready-admit@pt.net.id,Payakumbuh,1972-07-18,Wanita
820,"dr. Ciaobella Zulaika, M.TI.",2024-05-03,Hukum Properti,+62 (844) 010 5,"Gg. Rawamangun No. 5, Binjai, Jambi 71612",pengacara820_rate-allow-answer@pt.net.id,Padangpanjang,1983-02-26,Laki-Laki
821,Sakura Novitasari,2025-06-17,Hukum Tata Negara,+62 (011) 094 2,"Gg. Surapati No. 70, Ambon, Kalimantan Selatan 23782",pengacara821_lose-these-hard@cv.or.id,Medan,1983-06-26,Laki-Laki
822,Intan Haryanto,2024-06-11,Hukum Bisnis,(043) 055 3218,"Gg. Raya Setiabudhi No. 048, Lubuklinggau, KU 97847",pengacara822_brother-value@cv.go.id,Tegal,1972-01-10,Wanita
823,Sabrina Nababan,2025-01-05,Hukum Keluarga,+62-031-515-670,"Jl. PHH. Mustofa No. 0, Sungai Penuh, Sumatera Barat 75954",pengacara823_major-reduce-safe@pt.mil,Bandung,1982-06-19,Wanita
824,"Drs. Zaenab Saputra, S.E.I",2024-08-16,Hukum Pidana,+62 (042) 310-3,"Gang R.E Martadinata No. 58, Palopo, LA 48327",pengacara824_husband-thing-that@ud.web.id,Pariaman,1984-07-28,Wanita
825,Talia Narpati,2024-09-08,Hukum Perdata,+62-072-339-987,"Jalan Jayawijaya No. 184, Kendari, JI 02855",pengacara825_receive-government@perum.ac.id,Kota Administrasi Jakarta Timur,1985-08-03,Wanita
826,Puput Pratama,2024-12-26,Hukum Pajak,+62 (0552) 690-,"Jalan Gedebage Selatan No. 3, Semarang, Papua 38674",pengacara826_fund-until-store@cv.go.id,Palembang,1994-02-01,Wanita
827,"Ade Waluyo, S.E.",2024-10-29,Hukum Keluarga,+62 (0585) 898-,"Gang Veteran No. 886, Tasikmalaya, MA 22083",pengacara827_once-book-how@pd.mil.id,Kota Administrasi Jakarta Utara,1975-03-05,Wanita
828,Drs. Jasmani Putra,2025-08-30,Hukum Kepailitan,(047) 344-0800,"Gang Setiabudhi No. 125, Payakumbuh, PB 60904",pengacara828_both-base-activity@ud.com,Surakarta,1970-12-11,Laki-Laki
829,Elma Hassanah,2025-03-21,Hukum Tata Negara,(0404) 373-6261,"Jalan M.T Haryono No. 41, Palu, Kepulauan Riau 83613",pengacara829_sea-mr-power-minute@perum.web.id,Banjarbaru,1970-05-01,Wanita
830,Dalima Salahudin,2025-03-15,Hukum Perdata,+62 (0027) 098 ,"Gang Cihampelas No. 707, Batu, Sumatera Utara 68867",pengacara830_area-mean-record@pd.int,Pekalongan,1973-07-13,Wanita
831,"Cut Zahra Agustina, S.IP",2024-11-27,Hukum Pidana,+62-097-796-314,"Gg. Rawamangun No. 655, Probolinggo, JA 05739",pengacara831_for-million-form@cv.ponpes.id,Jayapura,1971-07-26,Wanita
832,"KH. Wahyu Budiman, S.I.Kom",2024-09-06,Hukum Pajak,(097) 986 5092,"Jalan Cikapayang No. 3, Surabaya, JI 59829",pengacara832_attack-foot@perum.biz.id,Jayapura,1993-12-31,Laki-Laki
833,Zulaikha Utama,2025-04-22,Hukum Keluarga,0847008728,"Gg. Kendalsari No. 18, Batam, Bengkulu 31985",pengacara833_land-bill@ud.or.id,Kota Administrasi Jakarta Selatan,1979-07-14,Laki-Laki
834,Farah Saragih,2024-06-12,Hukum Bisnis,087 347 7022,"Gang Jamika No. 11, Purwokerto, NT 59449",pengacara834_find-health@pt.id,Pekalongan,1995-09-03,Laki-Laki
835,Ir. Cawisadi Habibi,2024-02-04,Hukum Perdata,+62-0589-239-73,"Jalan Kutisari Selatan No. 943, Magelang, Kalimantan Tengah 55248",pengacara835_mention-wind-our@cv.biz.id,Banjarmasin,1975-02-08,Laki-Laki
836,Jabal Prayoga,2025-07-28,Hukum Pidana,+62 (015) 408 0,"Gang Asia Afrika No. 5, Parepare, Lampung 50631",pengacara836_director-hand-seem@pt.co.id,Padang,1976-07-29,Wanita
837,Kawaya Uyainah,2025-07-12,Hukum Pidana,+62-0537-667-39,"Gg. Raya Setiabudhi No. 355, Metro, JT 48000",pengacara837_nature-hope-must@ud.or.id,Cimahi,1994-07-07,Laki-Laki
838,"Dewi Padmasari, S.I.Kom",2025-08-18,Hukum Tata Negara,0806522484,"Jl. Rumah Sakit No. 414, Bau-Bau, Sumatera Utara 98949",pengacara838_chair-major@pd.biz.id,Yogyakarta,1990-08-23,Laki-Laki
839,Sabar Hastuti,2025-04-01,Hukum Kepailitan,+62 (0196) 466-,"Jalan Laswi No. 007, Tangerang Selatan, LA 20202",pengacara839_special-information@perum.mil,Bekasi,1989-07-23,Laki-Laki
840,"Dwi Mansur, S.Gz",2025-07-17,Hukum Kepailitan,+62 (042) 750-9,"Gg. Kutisari Selatan No. 99, Tual, KU 44952",pengacara840_education-fight@pt.mil,Denpasar,1992-01-21,Wanita
841,R.M. Cemeti Zulaika,2025-08-05,Hukum Keluarga,088 600 1936,"Jalan M.H Thamrin No. 1, Bima, SU 85214",pengacara841_deep-quite-citizen@pt.net.id,Cirebon,1979-10-09,Laki-Laki
842,Himawan Permadi,2025-12-07,Hukum Pajak,+62 (022) 077-7,"Gang Laswi No. 29, Dumai, DKI Jakarta 70745",pengacara842_prove-have-will@pd.mil.id,Batam,1988-05-08,Laki-Laki
843,Latif Saptono,2025-11-06,Hukum Properti,+62 (033) 208-7,"Jl. KH Amin Jasuta No. 195, Bandung, NT 28672",pengacara843_agent-film-indeed@pt.co.id,Tomohon,1985-03-11,Laki-Laki
844,"Cut Ami Mandasari, S.Ked",2024-12-08,Hukum Tata Negara,+62 (031) 033 7,"Jalan K.H. Wahid Hasyim No. 3, Jayapura, Sulawesi Tengah 75260",pengacara844_full-national@perum.mil.id,Semarang,1984-05-13,Laki-Laki
845,Natalia Wastuti,2024-03-06,Hukum Tata Negara,+62 (019) 511-9,"Gang Cihampelas No. 3, Kota Administrasi Jakarta Barat, Kepulauan Bangka Belitung 47477",pengacara845_life-product-thank@pt.or.id,Banjar,1993-05-07,Laki-Laki
846,"Ani Wastuti, M.Pd",2024-08-19,Hukum Bisnis,+62 (42) 099 45,"Jl. M.T Haryono No. 29, Parepare, AC 93408",pengacara846_half-foot-billion@ud.com,Ambon,1973-08-14,Laki-Laki
847,Prasetya Permata,2025-12-27,Hukum Properti,(036) 884-6455,"Jalan K.H. Wahid Hasyim No. 846, Makassar, BA 95571",pengacara847_support-off-concern@cv.sch.id,Sawahlunto,1975-02-25,Wanita
848,Paiman Suartini,2025-03-15,Hukum Properti,+62 (04) 124-43,"Jalan Sukabumi No. 7, Tarakan, KT 18845",pengacara848_market-table-else@cv.id,Sibolga,1993-12-28,Laki-Laki
849,"Adika Situmorang, M.TI.",2024-05-15,Hukum Tata Negara,+62 (077) 255 0,"Jalan Stasiun Wonokromo No. 63, Jambi, Banten 56313",pengacara849_determine-again@cv.net.id,Tanjungbalai,1984-06-22,Wanita
850,Titin Hidayanto,2025-11-10,Hukum Pajak,+62-045-100-798,"Jalan Cikapayang No. 7, Samarinda, Sulawesi Barat 24017",pengacara850_sit-season-leader@pt.web.id,Palopo,1976-06-29,Laki-Laki
851,"Dt. Luthfi Puspasari, S.Ked",2024-09-30,Hukum Properti,(0361) 620 3299,"Gg. Ir. H. Djuanda No. 32, Mataram, Nusa Tenggara Barat 35914",pengacara851_deal-since-suddenly@perum.ac.id,Bengkulu,1978-12-01,Wanita
852,Najwa Sirait,2025-03-04,Hukum Pidana,+62-050-991-536,"Gg. Rumah Sakit No. 604, Gorontalo, Banten 70223",pengacara852_letter-while-nor@ud.ac.id,Bau-Bau,1987-08-20,Wanita
853,Elisa Farida,2025-08-12,Hukum Pajak,+62 (127) 172-2,"Jl. KH Amin Jasuta No. 34, Ternate, KB 03455",pengacara853_parent-house-since@pt.mil.id,Yogyakarta,1991-08-27,Laki-Laki
854,"Tina Saragih, S.E.",2025-08-03,Hukum Keluarga,+62-0962-148-38,"Jalan Kutisari Selatan No. 25, Binjai, Banten 91366",pengacara854_without-individual@pt.go.id,Denpasar,1989-07-25,Laki-Laki
855,Lasmanto Nurdiyanti,2025-03-09,Hukum Keluarga,(0451) 756-7461,"Gang Astana Anyar No. 621, Lubuklinggau, SU 20962",pengacara855_form-front-machine@ud.edu,Bekasi,1974-06-24,Wanita
856,Syahrini Yulianti,2025-01-25,Hukum Pidana,(056) 906-2482,"Jalan Medokan Ayu No. 87, Madiun, Sumatera Utara 90158",pengacara856_agree-pattern@pd.net,Jambi,1989-12-14,Laki-Laki
857,"Sutan Taufan Zulaika, M.TI.",2024-11-16,Hukum Pajak,+62-204-688-520,"Gg. Jamika No. 36, Batu, JK 92049",pengacara857_court-interesting@pt.org,Bau-Bau,1990-07-05,Wanita
858,"Puti Yessi Suwarno, M.Farm",2024-09-30,Hukum Perdata,083 887 0539,"Gg. Pacuan Kuda No. 6, Gorontalo, SU 85369",pengacara858_certainly-game@cv.mil.id,Makassar,1971-03-21,Wanita
859,"Rama Zulkarnain, S.I.Kom",2024-10-03,Hukum Bisnis,+62 (388) 081 1,"Jalan BKR No. 0, Pekalongan, Sulawesi Utara 56530",pengacara859_let-yeah-hit@pd.net,Surabaya,1991-05-27,Laki-Laki
860,Padma Prasasta,2025-06-30,Hukum Bisnis,(0209) 176 3563,"Gang Dipenogoro No. 459, Ambon, Papua Barat 74611",pengacara860_entire-investment@ud.org,Prabumulih,1986-11-23,Wanita
861,"Yulia Nainggolan, S.T.",2024-03-26,Hukum Perdata,+62 (187) 050 4,"Gg. Sadang Serang No. 85, Medan, Riau 53334",pengacara861_bring-especially@cv.go.id,Medan,1971-09-12,Wanita
862,Yusuf Uyainah,2024-06-05,Hukum Bisnis,+62 (064) 627-6,"Gang Rajiman No. 5, Kota Administrasi Jakarta Timur, Aceh 41618",pengacara862_art-outside@cv.int,Serang,1972-02-18,Laki-Laki
863,Dr. Panca Hardiansyah,2024-06-27,Hukum Keluarga,+62 (0694) 796 ,"Jalan Rumah Sakit No. 7, Sorong, Kalimantan Selatan 00581",pengacara863_out-gun-member-fire@pt.my.id,Pematangsiantar,1994-05-15,Laki-Laki
864,Melinda Hutasoit,2024-11-06,Hukum Perdata,+62 (0545) 140 ,"Jalan Kebonjati No. 352, Solok, Lampung 33214",pengacara864_reason-success-seek@pt.org,Kota Administrasi Jakarta Timur,1995-04-23,Wanita
865,Vega Narpati,2025-04-12,Hukum Pidana,+62 (12) 587 73,"Jalan Asia Afrika No. 25, Pontianak, DI Yogyakarta 38854",pengacara865_reduce-human-four@perum.ponpes.id,Manado,1980-02-22,Laki-Laki
866,Chelsea Melani,2024-10-22,Hukum Perdata,+62 (094) 728-3,"Jl. Setiabudhi No. 405, Bandung, PA 26543",pengacara866_child-understand@perum.ac.id,Kediri,1980-01-28,Laki-Laki
867,"dr. Jagaraga Sirait, M.Farm",2025-05-07,Hukum Perdata,+62 (27) 107 71,"Jalan Rawamangun No. 942, Makassar, Sumatera Utara 00946",pengacara867_firm-picture@perum.co.id,Banjarmasin,1979-09-16,Wanita
868,"Narji Utami, S.Pd",2024-12-25,Hukum Pidana,087 744 5697,"Gg. M.T Haryono No. 90, Tidore Kepulauan, Sumatera Utara 28682",pengacara868_special-world-law@cv.web.id,Bekasi,1988-12-14,Wanita
869,Hamima Setiawan,2025-12-05,Hukum Bisnis,(064) 681 0356,"Gang Sentot Alibasa No. 0, Madiun, KB 51282",pengacara869_prove-class-bill@perum.biz.id,Madiun,1973-06-26,Laki-Laki
870,Elma Melani,2025-08-31,Hukum Bisnis,(047) 533 0246,"Jl. Cikutra Timur No. 63, Langsa, Maluku 56553",pengacara870_expect-single-free@pd.mil,Surakarta,1993-09-09,Wanita
871,Prabowo Anggraini,2025-01-31,Hukum Keluarga,+62 (038) 516 3,"Jl. H.J Maemunah No. 0, Cimahi, Nusa Tenggara Barat 77953",pengacara871_music-evidence-two@cv.int,Tidore Kepulauan,1972-08-11,Laki-Laki
872,Ibun Rajata,2024-05-22,Hukum Keluarga,(097) 377 1891,"Jl. Peta No. 7, Jambi, JT 63891",pengacara872_name-fast-professor@pt.my.id,Kota Administrasi Jakarta Timur,1994-05-31,Laki-Laki
873,Fitria Nasyidah,2024-08-22,Hukum Pidana,(024) 407 4853,"Jl. Rajawali Timur No. 29, Pagaralam, Kalimantan Tengah 41907",pengacara873_especially-story@pt.int,Bogor,1982-01-26,Laki-Laki
874,Mujur Lailasari,2024-10-19,Hukum Properti,+62 (038) 905 9,"Gg. Joyoboyo No. 145, Pariaman, Papua Barat 02712",pengacara874_help-form-source@pt.edu,Tanjungpinang,1984-08-03,Wanita
875,Tina Purwanti,2025-01-21,Hukum Tata Negara,+62 (067) 279-4,"Jl. Jamika No. 391, Depok, BE 42729",pengacara875_heart-level-subject@perum.gov,Semarang,1989-12-10,Laki-Laki
